budget,round,cust,fit
15,0,74,-722
15,0,74,-715
15,0,74,-730
15,0,74,-722
15,0,74,-746
15,0,74,-689
15,0,74,-761
15,0,74,-747
15,0,74,-719
15,0,74,-751
15,0,74,-734
15,0,74,-739
15,0,74,-729
15,0,74,-707
15,0,74,-732
15,0,74,-708
15,0,74,-677
15,0,74,-750
15,0,74,-700
15,0,74,-706
15,0,74,-705
15,0,74,-723
15,0,74,-728
15,0,74,-711
15,0,74,-730
15,0,74,-745
15,0,74,-730
15,0,74,-748
15,0,74,-732
15,0,74,-675
15,0,74,-701
15,0,74,-723
15,0,74,-689
15,0,74,-723
15,0,74,-745
15,0,74,-696
15,0,74,-693
15,0,74,-698
15,0,74,-765
15,0,74,-740
15,0,74,-702
15,0,74,-708
15,0,74,-739
15,0,74,-707
15,0,74,-742
15,0,74,-695
15,0,74,-723
15,0,74,-704
15,0,74,-729
15,0,74,-726
15,0,74,-718
15,0,74,-706
15,0,74,-666
15,0,74,-706
15,0,74,-666
15,0,74,-724
15,0,74,-757
15,0,74,-703
15,0,74,-722
15,0,74,-730
15,0,74,-703
15,0,74,-722
15,0,74,-764
15,0,74,-730
15,0,74,-751
15,0,74,-724
15,0,74,-723
15,0,74,-719
15,0,74,-709
15,0,74,-739
15,0,74,-745
15,0,74,-710
15,0,74,-703
15,0,74,-737
15,0,74,-768
15,0,74,-753
15,0,74,-719
15,0,74,-727
15,0,74,-705
15,0,74,-748
15,0,74,-706
15,0,75,-735
15,0,75,-703
15,0,75,-722
15,0,75,-713
15,0,75,-728
15,0,75,-715
15,0,75,-763
15,0,75,-733
15,0,75,-698
15,0,75,-711
15,0,75,-718
15,0,75,-683
15,0,75,-736
15,0,75,-705
15,0,75,-713
15,0,75,-720
15,0,75,-727
15,0,75,-744
15,0,75,-730
15,0,75,-724
15,0,75,-734
15,0,75,-742
15,0,75,-734
15,0,75,-672
15,0,75,-743
15,0,75,-739
15,0,75,-696
15,0,75,-714
15,0,75,-687
15,0,75,-732
15,0,75,-732
15,0,75,-703
15,0,75,-704
15,0,75,-716
15,0,75,-706
15,0,75,-711
15,0,75,-721
15,0,75,-723
15,0,75,-690
15,0,75,-714
15,0,75,-739
15,0,75,-747
15,0,75,-670
15,0,75,-746
15,0,75,-698
15,0,75,-744
15,0,75,-709
15,0,75,-708
15,0,75,-733
15,0,75,-738
15,0,75,-704
15,0,75,-736
15,0,75,-713
15,0,75,-711
15,0,75,-707
15,0,75,-763
15,0,75,-695
15,0,75,-722
15,0,75,-715
15,0,75,-747
15,0,75,-729
15,0,75,-727
15,0,75,-717
15,0,75,-761
15,0,75,-771
15,0,75,-726
15,0,75,-713
15,0,75,-747
15,0,75,-694
15,0,75,-729
15,0,75,-725
15,0,75,-741
15,0,75,-707
15,0,75,-664
15,0,75,-753
15,0,75,-740
15,0,75,-736
15,0,75,-734
15,0,75,-737
15,0,75,-738
15,0,75,-744
15,0,75,-717
15,0,75,-742
15,0,75,-772
15,0,75,-722
15,0,75,-705
15,0,75,-748
15,0,75,-729
15,0,75,-730
15,0,75,-709
15,0,75,-727
15,0,75,-700
15,0,75,-716
15,0,75,-718
15,0,75,-729
15,0,75,-715
15,0,75,-738
15,0,75,-760
15,0,75,-714
15,0,75,-741
15,0,76,-721
15,0,76,-731
15,0,76,-712
15,0,76,-724
15,0,76,-739
15,0,76,-707
15,0,76,-717
15,0,76,-694
15,0,76,-703
15,0,76,-761
15,0,76,-721
15,0,76,-731
15,0,76,-722
15,0,76,-775
15,0,76,-710
15,0,76,-753
15,0,76,-720
15,0,76,-738
15,0,76,-693
15,0,76,-716
15,0,76,-741
15,0,76,-753
15,0,76,-753
15,0,76,-723
15,0,76,-757
15,0,76,-724
15,0,76,-712
15,0,76,-701
15,0,76,-705
15,0,76,-720
15,0,76,-736
15,0,76,-715
15,0,76,-729
15,0,76,-730
15,0,76,-737
15,0,76,-763
15,0,76,-722
15,0,76,-720
15,0,76,-741
15,0,76,-777
15,0,76,-729
15,0,76,-736
15,0,76,-729
15,0,76,-713
15,0,76,-759
15,0,76,-738
15,0,76,-727
15,0,76,-729
15,0,76,-737
15,0,76,-722
15,0,76,-732
15,0,76,-703
15,0,76,-752
15,0,76,-729
15,0,76,-737
15,0,76,-763
15,0,76,-750
15,0,76,-759
15,0,76,-717
15,0,76,-714
15,0,76,-767
15,0,76,-753
15,0,76,-725
15,0,76,-711
15,0,76,-731
15,0,76,-723
15,0,76,-768
15,0,76,-748
15,0,76,-753
15,0,76,-735
15,0,76,-702
15,0,76,-755
15,0,76,-758
15,0,76,-763
15,0,76,-732
15,0,76,-709
15,0,76,-717
15,0,76,-703
15,0,76,-723
15,0,76,-745
15,0,76,-746
15,0,76,-702
15,0,76,-736
15,0,76,-763
15,0,76,-736
15,0,76,-722
15,0,76,-719
15,0,76,-739
15,0,76,-652
15,0,76,-726
15,0,76,-703
15,0,76,-708
15,0,76,-731
15,0,76,-735
15,0,76,-739
15,0,76,-731
15,0,76,-744
15,0,76,-753
15,0,76,-735
15,0,76,-730
15,0,77,-759
15,0,77,-688
15,0,77,-733
15,0,77,-727
15,0,77,-733
15,0,77,-750
15,0,77,-731
15,0,77,-756
15,0,77,-706
15,0,77,-720
15,0,77,-760
15,0,77,-695
15,0,77,-702
15,0,77,-713
15,0,77,-708
15,0,77,-721
15,0,77,-745
15,0,77,-741
15,0,77,-764
15,0,77,-754
15,0,77,-739
15,0,77,-725
15,0,77,-712
15,0,77,-746
15,0,77,-755
15,0,77,-743
15,0,77,-712
15,0,77,-740
15,0,77,-760
15,0,77,-743
15,0,77,-747
15,0,77,-713
15,0,77,-756
15,0,77,-713
15,0,77,-735
15,0,77,-736
15,0,77,-760
15,0,77,-736
15,0,77,-754
15,0,77,-744
15,0,77,-719
15,0,77,-767
15,0,77,-722
15,0,77,-741
15,0,77,-716
15,0,77,-740
15,0,77,-743
15,0,77,-728
15,0,77,-768
15,0,77,-713
15,0,77,-737
15,0,77,-751
15,0,77,-721
15,0,77,-753
15,0,77,-719
15,0,77,-747
15,0,77,-731
15,0,77,-709
15,0,77,-696
15,0,77,-715
15,0,77,-703
15,0,77,-762
15,0,77,-735
15,0,77,-687
15,0,77,-731
15,0,77,-751
15,0,77,-717
15,0,77,-722
15,0,77,-718
15,0,77,-721
15,0,77,-731
15,0,77,-736
15,0,77,-768
15,0,77,-739
15,0,77,-720
15,0,77,-735
15,0,77,-760
15,0,77,-757
15,0,77,-765
15,0,77,-768
15,0,77,-722
15,0,77,-763
15,0,77,-712
15,0,77,-683
15,0,77,-743
15,0,77,-746
15,0,77,-761
15,0,77,-713
15,0,77,-757
15,0,77,-730
15,0,77,-734
15,0,77,-731
15,0,77,-759
15,0,77,-750
15,0,77,-737
15,0,77,-752
15,0,77,-726
15,0,77,-723
15,0,77,-700
15,0,77,-723
15,0,78,-706
15,0,78,-692
15,0,78,-744
15,0,78,-760
15,0,78,-732
15,0,78,-712
15,0,78,-718
15,0,78,-762
15,0,78,-754
15,0,78,-722
15,0,78,-702
15,0,78,-719
15,0,78,-699
15,0,78,-714
15,0,78,-710
15,0,78,-735
15,0,78,-705
15,0,78,-739
15,0,78,-748
15,0,78,-721
15,0,78,-741
15,0,78,-748
15,0,78,-731
15,0,78,-771
15,0,78,-716
15,0,78,-763
15,0,78,-720
15,0,78,-727
15,0,78,-761
15,0,78,-750
15,0,78,-726
15,0,78,-730
15,0,78,-741
15,0,78,-742
15,0,78,-757
15,0,78,-759
15,0,78,-761
15,0,78,-751
15,0,78,-737
15,0,78,-767
15,0,78,-747
15,0,78,-743
15,0,78,-724
15,0,78,-742
15,0,78,-718
15,0,78,-749
15,0,78,-755
15,0,78,-733
15,0,78,-699
15,0,78,-725
15,0,78,-744
15,0,78,-733
15,0,78,-692
15,0,78,-732
15,0,78,-752
15,0,78,-745
15,0,78,-711
15,0,78,-693
15,0,78,-728
15,0,78,-736
15,0,78,-737
15,0,78,-726
15,0,78,-760
15,0,78,-748
15,0,78,-764
15,0,78,-736
15,0,78,-736
15,0,78,-733
15,0,78,-765
15,0,78,-755
15,0,78,-747
15,0,78,-728
15,0,78,-683
15,0,78,-741
15,0,78,-771
15,0,78,-780
15,0,78,-739
15,0,78,-749
15,0,78,-711
15,0,78,-738
15,0,78,-771
15,0,78,-752
15,0,78,-693
15,0,78,-755
15,0,78,-744
15,0,78,-761
15,0,78,-748
15,0,78,-757
15,0,78,-756
15,0,78,-695
15,0,78,-740
15,0,78,-739
15,0,78,-755
15,0,78,-741
15,0,78,-727
15,0,78,-733
15,0,78,-742
15,0,78,-753
15,0,78,-740
15,0,78,-761
15,0,79,-739
15,0,79,-704
15,0,79,-724
15,0,79,-721
15,0,79,-726
15,0,79,-753
15,0,79,-736
15,0,79,-738
15,0,79,-741
15,0,79,-742
15,0,79,-727
15,0,79,-749
15,0,79,-728
15,0,79,-720
15,0,79,-719
15,0,79,-733
15,0,79,-740
15,0,79,-765
15,0,79,-696
15,0,79,-736
15,0,79,-720
15,0,79,-712
15,0,79,-744
15,0,79,-744
15,0,79,-750
15,0,79,-740
15,0,79,-723
15,0,79,-735
15,0,79,-749
15,0,79,-776
15,0,79,-733
15,0,79,-736
15,0,79,-729
15,0,79,-715
15,0,79,-755
15,0,79,-728
15,0,79,-765
15,0,79,-739
15,0,79,-777
15,0,79,-731
15,0,79,-743
15,0,79,-749
15,0,79,-726
15,0,79,-764
15,0,79,-745
15,0,79,-750
15,0,79,-729
15,0,79,-747
15,0,79,-742
15,0,79,-739
15,0,79,-706
15,0,79,-738
15,0,79,-731
15,0,79,-751
15,0,79,-715
15,0,79,-738
15,0,79,-761
15,0,79,-772
15,0,79,-731
15,0,79,-729
15,0,79,-766
15,0,79,-772
15,0,79,-728
15,0,79,-747
15,0,79,-741
15,0,79,-737
15,0,79,-717
15,0,79,-735
15,0,79,-781
15,0,79,-721
15,0,79,-728
15,0,79,-764
15,0,79,-763
15,0,79,-705
15,0,79,-751
15,0,79,-756
15,0,79,-762
15,0,79,-751
15,0,79,-713
15,0,79,-722
15,0,79,-771
15,0,79,-730
15,0,79,-749
15,0,79,-736
15,0,79,-727
15,0,79,-737
15,0,79,-732
15,0,79,-754
15,0,79,-695
15,0,79,-746
15,0,79,-753
15,0,79,-696
15,0,79,-761
15,0,79,-754
15,0,79,-691
15,0,79,-745
15,0,79,-759
15,0,79,-728
15,0,79,-714
15,0,79,-735
15,0,80,-759
15,0,80,-739
15,0,80,-714
15,0,80,-736
15,0,80,-755
15,0,80,-728
15,0,80,-754
15,0,80,-767
15,0,80,-715
15,0,80,-752
15,0,80,-773
15,0,80,-746
15,0,80,-746
15,0,80,-741
15,0,80,-742
15,0,80,-768
15,0,80,-757
15,0,80,-732
15,0,80,-730
15,0,80,-717
15,0,80,-736
15,0,80,-755
15,0,80,-751
15,0,80,-776
15,0,80,-753
15,0,80,-742
15,0,80,-772
15,0,80,-740
15,0,80,-773
15,0,80,-736
15,0,80,-738
15,0,80,-780
15,0,80,-754
15,0,80,-754
15,0,80,-731
15,0,80,-718
15,0,80,-737
15,0,80,-770
15,0,80,-732
15,0,80,-755
15,0,80,-734
15,0,80,-739
15,0,80,-712
15,0,80,-767
15,0,80,-711
15,0,80,-720
15,0,80,-686
15,0,80,-773
15,0,80,-739
15,0,80,-735
15,0,80,-729
15,0,80,-720
15,0,80,-726
15,0,80,-750
15,0,80,-754
15,0,80,-691
15,0,80,-755
15,0,80,-771
15,0,80,-730
15,0,80,-724
15,0,80,-759
15,0,80,-739
15,0,80,-741
15,0,80,-742
15,0,80,-761
15,0,80,-720
15,0,80,-762
15,0,80,-720
15,0,80,-751
15,0,80,-755
15,0,80,-766
15,0,80,-746
15,0,80,-766
15,0,80,-722
15,0,80,-753
15,0,80,-741
15,0,80,-756
15,0,80,-685
15,0,80,-731
15,0,80,-752
15,0,80,-708
15,0,80,-758
15,0,80,-730
15,0,80,-720
15,0,80,-717
15,0,80,-745
15,0,80,-762
15,0,80,-755
15,0,80,-749
15,0,80,-781
15,0,80,-750
15,0,80,-753
15,0,80,-744
15,0,80,-728
15,0,80,-745
15,0,80,-724
15,0,80,-763
15,0,80,-757
15,0,80,-733
15,0,80,-754
15,0,81,-752
15,0,81,-735
15,0,81,-765
15,0,81,-761
15,0,81,-746
15,0,81,-678
15,0,81,-743
15,0,81,-729
15,0,81,-779
15,0,81,-759
15,0,81,-717
15,0,81,-713
15,0,81,-761
15,0,81,-774
15,0,81,-751
15,0,81,-759
15,0,81,-737
15,0,81,-729
15,0,81,-722
15,0,81,-721
15,0,81,-771
15,0,81,-781
15,0,81,-775
15,0,81,-725
15,0,81,-769
15,0,81,-745
15,0,81,-748
15,0,81,-733
15,0,81,-712
15,0,81,-758
15,0,81,-737
15,0,81,-733
15,0,81,-741
15,0,81,-735
15,0,81,-737
15,0,81,-738
15,0,81,-713
15,0,81,-723
15,0,81,-763
15,0,81,-727
15,0,81,-781
15,0,81,-753
15,0,81,-761
15,0,81,-758
15,0,81,-755
15,0,81,-719
15,0,81,-749
15,0,81,-756
15,0,81,-742
15,0,81,-780
15,0,81,-764
15,0,81,-738
15,0,81,-751
15,0,81,-728
15,0,81,-752
15,0,81,-738
15,0,81,-766
15,0,81,-777
15,0,81,-741
15,0,81,-712
15,0,81,-779
15,0,81,-743
15,0,81,-759
15,0,81,-713
15,0,81,-758
15,0,81,-759
15,0,81,-741
15,0,81,-756
15,0,81,-761
15,0,81,-736
15,0,81,-742
15,0,81,-741
15,0,81,-747
15,0,81,-770
15,0,81,-720
15,0,81,-722
15,0,81,-728
15,0,81,-718
15,0,81,-739
15,0,81,-759
15,0,81,-730
15,0,81,-771
15,0,81,-718
15,0,81,-715
15,0,81,-727
15,0,81,-754
15,0,81,-720
15,0,81,-752
15,0,81,-730
15,0,81,-727
15,0,81,-773
15,0,81,-760
15,0,81,-752
15,0,81,-763
15,0,81,-761
15,0,81,-783
15,0,81,-724
15,0,81,-767
15,0,81,-741
15,0,81,-727
15,0,82,-760
15,0,82,-712
15,0,82,-740
15,0,82,-760
15,0,82,-760
15,0,82,-777
15,0,82,-764
15,0,82,-765
15,0,82,-742
15,0,82,-763
15,0,82,-759
15,0,82,-771
15,0,82,-752
15,0,82,-758
15,0,82,-768
15,0,82,-713
15,0,82,-771
15,0,82,-757
15,0,82,-738
15,0,82,-755
15,0,82,-736
15,0,82,-726
15,0,82,-717
15,0,82,-761
15,0,82,-777
15,0,82,-777
15,0,82,-741
15,0,82,-768
15,0,82,-774
15,0,82,-757
15,0,82,-749
15,0,82,-744
15,0,82,-744
15,0,82,-725
15,0,82,-765
15,0,82,-759
15,0,82,-753
15,0,82,-760
15,0,82,-729
15,0,82,-755
15,0,82,-772
15,0,82,-743
15,0,82,-716
15,0,82,-731
15,0,82,-754
15,0,82,-765
15,0,82,-741
15,0,82,-762
15,0,82,-751
15,0,82,-771
15,0,82,-756
15,0,82,-751
15,0,82,-760
15,0,82,-746
15,0,82,-760
15,0,82,-752
15,0,82,-772
15,0,82,-729
15,0,82,-717
15,0,82,-742
15,0,82,-743
15,0,82,-721
15,0,82,-741
15,0,82,-710
15,0,82,-735
15,0,82,-751
15,0,82,-717
15,0,82,-740
15,0,82,-763
15,0,82,-743
15,0,82,-777
15,0,82,-754
15,0,82,-737
15,0,82,-773
15,0,82,-719
15,0,82,-734
15,0,82,-746
15,0,82,-734
15,0,82,-767
15,0,82,-753
15,0,82,-740
15,0,82,-767
15,0,82,-752
15,0,82,-761
15,0,82,-764
15,0,82,-755
15,0,82,-745
15,0,82,-777
15,0,82,-742
15,0,82,-747
15,0,82,-760
15,0,82,-754
15,0,82,-747
15,0,82,-726
15,0,82,-726
15,0,82,-765
15,0,82,-754
15,0,82,-735
15,0,82,-773
15,0,82,-742
15,0,83,-720
15,0,83,-772
15,0,83,-757
15,0,83,-767
15,0,83,-738
15,0,83,-771
15,0,83,-752
15,0,83,-741
15,0,83,-710
15,0,83,-758
15,0,83,-764
15,0,83,-748
15,0,83,-685
15,0,83,-741
15,0,83,-739
15,0,83,-744
15,0,83,-750
15,0,83,-716
15,0,83,-757
15,0,83,-762
15,0,83,-741
15,0,83,-756
15,0,83,-761
15,0,83,-765
15,0,83,-728
15,0,83,-757
15,0,83,-743
15,0,83,-743
15,0,83,-739
15,0,83,-754
15,0,83,-750
15,0,83,-760
15,0,83,-759
15,0,83,-780
15,0,83,-734
15,0,83,-754
15,0,83,-748
15,0,83,-741
15,0,83,-787
15,0,83,-752
15,0,83,-768
15,0,83,-776
15,0,83,-756
15,0,83,-751
15,0,83,-751
15,0,83,-757
15,0,83,-751
15,0,83,-756
15,0,83,-772
15,0,83,-751
15,0,83,-777
15,0,83,-763
15,0,83,-737
15,0,83,-744
15,0,83,-766
15,0,83,-773
15,0,83,-758
15,0,83,-741
15,0,83,-749
15,0,83,-743
15,0,83,-760
15,0,83,-746
15,0,83,-745
15,0,83,-753
15,0,83,-742
15,0,83,-753
15,0,83,-748
15,0,83,-710
15,0,83,-775
15,0,83,-721
15,0,83,-758
15,0,83,-733
15,0,83,-753
15,0,83,-755
15,0,83,-759
15,0,83,-762
15,0,83,-742
15,0,83,-716
15,0,83,-768
15,0,83,-757
15,0,83,-739
15,0,83,-738
15,0,83,-742
15,0,83,-743
15,0,83,-760
15,0,83,-764
15,0,83,-779
15,0,83,-767
15,0,83,-761
15,0,83,-754
15,0,83,-771
15,0,83,-740
15,0,83,-721
15,0,83,-761
15,0,83,-758
15,0,83,-771
15,0,83,-748
15,0,83,-739
15,0,83,-734
15,0,83,-710
15,0,84,-748
15,0,84,-724
15,0,84,-759
15,0,84,-750
15,0,84,-716
15,0,84,-724
15,0,84,-764
15,0,84,-775
15,0,84,-754
15,0,84,-708
15,0,84,-744
15,0,84,-771
15,0,84,-724
15,0,84,-746
15,0,84,-761
15,0,84,-738
15,0,84,-752
15,0,84,-763
15,0,84,-765
15,0,84,-758
15,0,84,-758
15,0,84,-771
15,0,84,-747
15,0,84,-758
15,0,84,-771
15,0,84,-717
15,0,84,-772
15,0,84,-773
15,0,84,-769
15,0,84,-760
15,0,84,-760
15,0,84,-726
15,0,84,-781
15,0,84,-730
15,0,84,-744
15,0,84,-739
15,0,84,-778
15,0,84,-773
15,0,84,-732
15,0,84,-751
15,0,84,-753
15,0,84,-757
15,0,84,-746
15,0,84,-760
15,0,84,-701
15,0,84,-769
15,0,84,-721
15,0,84,-774
15,0,84,-747
15,0,84,-769
15,0,84,-756
15,0,84,-739
15,0,84,-752
15,0,84,-741
15,0,84,-751
15,0,84,-746
15,0,84,-728
15,0,84,-787
15,0,84,-720
15,0,84,-765
15,0,84,-745
15,0,84,-751
15,0,84,-763
15,0,84,-753
15,0,84,-773
15,0,84,-758
15,0,84,-770
15,0,84,-750
15,0,84,-761
15,0,84,-759
15,0,84,-773
15,0,84,-748
15,0,84,-735
15,0,84,-754
15,0,84,-727
15,0,84,-750
15,0,84,-754
15,0,84,-755
15,0,84,-767
15,0,84,-724
15,0,84,-760
15,0,84,-728
15,0,84,-723
15,0,84,-746
15,0,84,-716
15,0,84,-774
15,0,84,-736
15,0,84,-771
15,0,84,-766
15,0,84,-738
15,0,84,-764
15,0,84,-779
15,0,84,-756
15,0,84,-762
15,0,84,-762
15,0,84,-761
15,0,84,-774
15,0,84,-764
15,0,84,-738
15,0,84,-721
15,0,85,-741
15,0,85,-769
15,0,85,-764
15,0,85,-751
15,0,85,-736
15,0,85,-777
15,0,85,-745
15,0,85,-721
15,0,85,-756
15,0,85,-766
15,0,85,-772
15,0,85,-779
15,0,85,-766
15,0,85,-743
15,0,85,-737
15,0,85,-781
15,0,85,-720
15,0,85,-766
15,0,85,-751
15,0,85,-730
15,0,85,-757
15,0,85,-765
15,0,85,-781
15,0,85,-731
15,0,85,-737
15,0,85,-721
15,0,85,-747
15,0,85,-731
15,0,85,-754
15,0,85,-774
15,0,85,-779
15,0,85,-752
15,0,85,-760
15,0,85,-728
15,0,85,-714
15,0,85,-734
15,0,85,-743
15,0,85,-766
15,0,85,-770
15,0,85,-772
15,0,85,-768
15,0,85,-755
15,0,85,-780
15,0,85,-763
15,0,85,-760
15,0,85,-780
15,0,85,-729
15,0,85,-748
15,0,85,-741
15,0,85,-754
15,0,85,-738
15,0,85,-759
15,0,85,-779
15,0,85,-771
15,0,85,-775
15,0,85,-709
15,0,85,-758
15,0,85,-724
15,0,85,-759
15,0,85,-730
15,0,85,-776
15,0,85,-741
15,0,85,-744
15,0,85,-745
15,0,85,-764
15,0,85,-726
15,0,85,-775
15,0,85,-749
15,0,85,-770
15,0,85,-758
15,0,85,-772
15,0,85,-751
15,0,85,-741
15,0,85,-762
15,0,85,-755
15,0,85,-772
15,0,85,-725
15,0,85,-756
15,0,85,-725
15,0,85,-715
15,0,85,-761
15,0,85,-763
15,0,85,-751
15,0,85,-742
15,0,85,-725
15,0,85,-766
15,0,85,-763
15,0,85,-747
15,0,85,-769
15,0,85,-765
15,0,85,-768
15,0,85,-767
15,0,85,-749
15,0,85,-755
15,0,85,-722
15,0,85,-756
15,0,85,-751
15,0,85,-743
15,0,85,-776
15,0,85,-738
15,0,86,-756
15,0,86,-759
15,0,86,-787
15,0,86,-755
15,0,86,-732
15,0,86,-769
15,0,86,-759
15,0,86,-749
15,0,86,-775
15,0,86,-746
15,0,86,-761
15,0,86,-770
15,0,86,-726
15,0,86,-759
15,0,86,-741
15,0,86,-764
15,0,86,-770
15,0,86,-746
15,0,86,-765
15,0,86,-758
15,0,86,-775
15,0,86,-733
15,0,86,-734
15,0,86,-776
15,0,86,-766
15,0,86,-760
15,0,86,-759
15,0,86,-746
15,0,86,-753
15,0,86,-768
15,0,86,-733
15,0,86,-745
15,0,86,-761
15,0,86,-724
15,0,86,-747
15,0,86,-746
15,0,86,-737
15,0,86,-753
15,0,86,-751
15,0,86,-771
15,0,86,-729
15,0,86,-785
15,0,86,-773
15,0,86,-763
15,0,86,-773
15,0,86,-747
15,0,86,-755
15,0,86,-762
15,0,86,-738
15,0,86,-764
15,0,86,-754
15,0,86,-761
15,0,86,-755
15,0,86,-771
15,0,86,-758
15,0,86,-774
15,0,86,-758
15,0,86,-763
15,0,86,-739
15,0,86,-784
15,0,86,-733
15,0,86,-762
15,0,86,-755
15,0,86,-745
15,0,86,-761
15,0,86,-742
15,0,86,-765
15,0,86,-756
15,0,86,-737
15,0,86,-770
15,0,86,-742
15,0,86,-764
15,0,86,-723
15,0,86,-754
15,0,86,-773
15,0,86,-731
15,0,86,-752
15,0,86,-728
15,0,86,-724
15,0,86,-769
15,0,86,-761
15,0,86,-739
15,0,86,-750
15,0,86,-773
15,0,86,-738
15,0,86,-754
15,0,86,-771
15,0,86,-741
15,0,86,-749
15,0,86,-745
15,0,86,-754
15,0,86,-769
15,0,86,-712
15,0,86,-776
15,0,86,-775
15,0,86,-761
15,0,86,-746
15,0,86,-749
15,0,86,-780
15,0,86,-739
15,0,87,-763
15,0,87,-746
15,0,87,-771
15,0,87,-778
15,0,87,-761
15,0,87,-767
15,0,87,-755
15,0,87,-760
15,0,87,-741
15,0,87,-751
15,0,87,-735
15,0,87,-773
15,0,87,-725
15,0,87,-736
15,0,87,-763
15,0,87,-723
15,0,87,-769
15,0,87,-751
15,0,87,-746
15,0,87,-760
15,0,87,-738
15,0,87,-746
15,0,87,-769
15,0,87,-764
15,0,87,-768
15,0,87,-753
15,0,87,-751
15,0,87,-757
15,0,87,-773
15,0,87,-770
15,0,87,-755
15,0,87,-730
15,0,87,-765
15,0,87,-724
15,0,87,-746
15,0,87,-766
15,0,87,-769
15,0,87,-787
15,0,87,-740
15,0,87,-769
15,0,87,-771
15,0,87,-736
15,0,87,-787
15,0,87,-758
15,0,87,-737
15,0,87,-745
15,0,87,-771
15,0,87,-722
15,0,87,-733
15,0,87,-735
15,0,87,-739
15,0,87,-777
15,0,87,-752
15,0,87,-776
15,0,87,-759
15,0,87,-768
15,0,87,-768
15,0,87,-761
15,0,87,-748
15,0,87,-779
15,0,87,-787
15,0,87,-778
15,0,87,-780
15,0,87,-769
15,0,87,-787
15,0,87,-758
15,0,87,-767
15,0,87,-780
15,0,87,-735
15,0,87,-764
15,0,87,-759
15,0,87,-774
15,0,87,-764
15,0,87,-768
15,0,87,-767
15,0,87,-751
15,0,87,-771
15,0,87,-756
15,0,87,-755
15,0,87,-755
15,0,87,-768
15,0,87,-787
15,0,87,-762
15,0,87,-758
15,0,87,-779
15,0,87,-753
15,0,87,-769
15,0,87,-769
15,0,87,-764
15,0,87,-726
15,0,87,-768
15,0,87,-755
15,0,87,-774
15,0,87,-769
15,0,87,-755
15,0,87,-787
15,0,87,-775
15,0,87,-752
15,0,87,-764
15,0,87,-762
15,0,88,-761
15,0,88,-776
15,0,88,-745
15,0,88,-731
15,0,88,-765
15,0,88,-745
15,0,88,-741
15,0,88,-758
15,0,88,-729
15,0,88,-779
15,0,88,-783
15,0,88,-765
15,0,88,-744
15,0,88,-755
15,0,88,-751
15,0,88,-771
15,0,88,-781
15,0,88,-735
15,0,88,-752
15,0,88,-763
15,0,88,-738
15,0,88,-755
15,0,88,-764
15,0,88,-753
15,0,88,-762
15,0,88,-770
15,0,88,-777
15,0,88,-764
15,0,88,-753
15,0,88,-777
15,0,88,-761
15,0,88,-742
15,0,88,-764
15,0,88,-762
15,0,88,-767
15,0,88,-750
15,0,88,-779
15,0,88,-773
15,0,88,-753
15,0,88,-773
15,0,88,-787
15,0,88,-748
15,0,88,-774
15,0,88,-736
15,0,88,-763
15,0,88,-777
15,0,88,-730
15,0,88,-755
15,0,88,-787
15,0,88,-764
15,0,88,-772
15,0,88,-779
15,0,88,-772
15,0,88,-757
15,0,88,-748
15,0,88,-762
15,0,88,-764
15,0,88,-773
15,0,88,-754
15,0,88,-777
15,0,88,-774
15,0,88,-746
15,0,88,-752
15,0,88,-764
15,0,88,-779
15,0,88,-747
15,0,88,-756
15,0,88,-781
15,0,88,-739
15,0,88,-740
15,0,88,-759
15,0,88,-749
15,0,88,-743
15,0,88,-755
15,0,88,-766
15,0,88,-771
15,0,88,-787
15,0,88,-759
15,0,88,-780
15,0,88,-772
15,0,88,-741
15,0,88,-780
15,0,88,-745
15,0,88,-768
15,0,88,-772
15,0,88,-763
15,0,88,-771
15,0,88,-761
15,0,88,-754
15,0,88,-767
15,0,88,-763
15,0,88,-732
15,0,88,-752
15,0,88,-774
15,0,88,-758
15,0,88,-761
15,0,88,-772
15,0,88,-735
15,0,88,-729
15,0,88,-765
15,0,89,-755
15,0,89,-776
15,0,89,-780
15,0,89,-759
15,0,89,-772
15,0,89,-775
15,0,89,-766
15,0,89,-773
15,0,89,-780
15,0,89,-787
15,0,89,-761
15,0,89,-787
15,0,89,-767
15,0,89,-760
15,0,89,-747
15,0,89,-754
15,0,89,-755
15,0,89,-744
15,0,89,-770
15,0,89,-759
15,0,89,-753
15,0,89,-748
15,0,89,-780
15,0,89,-751
15,0,89,-751
15,0,89,-765
15,0,89,-783
15,0,89,-779
15,0,89,-760
15,0,89,-780
15,0,89,-765
15,0,89,-761
15,0,89,-781
15,0,89,-769
15,0,89,-754
15,0,89,-742
15,0,89,-756
15,0,89,-763
15,0,89,-765
15,0,89,-787
15,0,89,-747
15,0,89,-767
15,0,89,-766
15,0,89,-779
15,0,89,-762
15,0,89,-781
15,0,89,-767
15,0,89,-771
15,0,89,-754
15,0,89,-739
15,0,89,-753
15,0,89,-774
15,0,89,-751
15,0,89,-778
15,0,89,-787
15,0,89,-757
15,0,89,-741
15,0,89,-775
15,0,89,-752
15,0,89,-754
15,0,89,-753
15,0,89,-775
15,0,89,-762
15,0,89,-762
15,0,89,-767
15,0,89,-755
15,0,89,-781
15,0,89,-748
15,0,89,-787
15,0,89,-770
15,0,89,-756
15,0,89,-764
15,0,89,-749
